title_neg,title_neu,title_pos,title_compound,release.name_neg,release.name_neu,release.name_pos,release.name_compound
0.0,1.0,0.0,0.0,0.0,0.656,0.344,0.6369
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.222,0.778,0.5423,0.697,0.303,0.0,-0.3182
0.0,1.0,0.0,0.0,0.0,0.192,0.808,0.6369
0.538,0.462,0.0,-0.3252,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.588,0.412,0.2732,0.0,0.364,0.636,0.5423
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.535,0.465,0.0,-0.6808
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.741,0.259,0.4215
0.0,1.0,0.0,0.0,0.0,0.72,0.28,0.5413
0.0,1.0,0.0,0.0,0.0,0.488,0.512,0.6369
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.543,0.457,0.6369,0.0,0.323,0.677,0.6369
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.488,0.512,0.6369
0.0,1.0,0.0,0.0,0.0,0.667,0.333,0.6705
0.0,1.0,0.0,0.0,0.444,0.556,0.0,-0.1531
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.323,0.677,0.6369
0.0,0.426,0.574,0.4019,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.476,0.524,0.296
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.192,0.808,0.6369
0.0,0.58,0.42,0.4404,0.0,0.4,0.6,0.6697
0.0,0.323,0.677,0.6369,0.0,0.37,0.63,0.5267
0.0,0.548,0.452,0.5106,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.661,0.339,0.0,-0.5994
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.69,0.31,0.2023
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.588,0.412,0.6369,0.0,0.469,0.531,0.5267
0.493,0.205,0.301,-0.5859,0.468,0.253,0.278,-0.6124
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.204,0.796,0.5983
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.606,0.394,0.0772,0.0,0.656,0.344,0.6369
1.0,0.0,0.0,-0.5719,0.0,1.0,0.0,0.0
0.447,0.284,0.268,-0.3089,0.0,1.0,0.0,0.0
0.0,0.444,0.556,0.3612,0.0,0.633,0.367,0.4404
0.0,0.642,0.358,0.5994,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.556,0.444,0.6124
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.476,0.524,0.6705,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.3612,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.502,0.498,0.0,-0.6166
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.349,0.651,0.0,-0.0191
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.417,0.583,0.6369
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,-0.6808,0.0,0.385,0.615,0.4939
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.375,0.625,0.0,-0.0516,0.0,1.0,0.0,0.0
0.375,0.625,0.0,-0.34,1.0,0.0,0.0,-0.34
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.468,0.253,0.278,-0.3612,0.456,0.221,0.324,-0.4215
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.688,0.312,0.0,-0.296,0.688,0.312,0.0,-0.296
0.0,0.444,0.556,0.3612,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.377,0.623,0.5106,0.0,0.0,1.0,0.5106
0.0,0.602,0.398,0.5106,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.333,0.667,0.25,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.588,0.412,0.6369
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.701,0.299,0.0,-0.6908,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.4404,0.0,0.0,1.0,0.4404
0.0,0.5,0.5,0.4588,0.0,0.703,0.297,0.5859
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5411
0.655,0.345,0.0,-0.5859,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.519,0.481,0.5719,0.0,0.588,0.412,0.6369
0.0,0.0,1.0,0.7269,0.0,0.417,0.583,0.6369
0.0,0.417,0.583,0.6369,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.677,0.323,0.0,-0.2732
0.615,0.385,0.0,-0.4939,0.0,0.5,0.5,0.7906
0.0,1.0,0.0,0.0,0.483,0.517,0.0,-0.4215
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.444,0.556,0.0,-0.1531
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.672,0.328,0.4449,0.0,1.0,0.0,0.0
1.0,0.0,0.0,-0.5267,0.0,0.634,0.366,0.746
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.75,0.25,0.4588
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.313,0.429,0.258,-0.1326
0.0,0.543,0.457,0.6369,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.394,0.606,0.0,-0.5994
0.36,0.64,0.0,-0.5216,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.417,0.583,0.6369
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.361,0.639,0.6486,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.638,0.362,0.5267
0.0,0.533,0.467,0.5423,0.0,0.462,0.538,0.5423
0.818,0.182,0.0,-0.6705,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.437,0.563,0.0,-0.4767,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.485,0.515,0.0,-0.6908,0.0,1.0,0.0,0.0
0.0,0.597,0.403,0.4019,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.5859,0.0,0.0,1.0,0.2732
0.556,0.444,0.0,-0.3612,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.158,0.842,0.0,-0.128,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.5,0.5,0.0,-0.25
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.639,0.361,0.0,-0.6486,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.333,0.667,0.6124,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.546,0.454,0.1695,0.0,0.0,1.0,0.7717
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.513,0.487,0.2263
0.0,1.0,0.0,0.0,0.0,0.625,0.375,0.4588
0.0,1.0,0.0,0.0,0.0,0.686,0.314,0.3167
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.825,0.175,0.0,-0.6908,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.3612,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.649,0.351,0.0,-0.5719,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.697,0.303,0.0,-0.6808,0.524,0.476,0.0,-0.5106
0.0,0.465,0.535,0.3182,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.5719
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.339,0.661,0.5984,0.0,0.227,0.773,0.5267
0.0,0.429,0.571,0.6124,0.0,1.0,0.0,0.0
1.0,0.0,0.0,-0.2732,0.0,1.0,0.0,0.0
0.867,0.133,0.0,-0.7579,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.469,0.531,0.5267
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.339,0.661,0.5994,0.0,1.0,0.0,0.0
0.512,0.488,0.0,-0.2732,0.0,0.351,0.649,0.5719
0.0,1.0,0.0,0.0,0.744,0.256,0.0,-0.4404
0.583,0.417,0.0,-0.1027,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.417,0.583,0.6369
0.0,1.0,0.0,0.0,0.0,0.375,0.625,0.6124
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.192,0.808,0.6369
0.508,0.492,0.0,-0.4767,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.58,0.42,0.4404,0.0,0.323,0.677,0.6369
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.543,0.457,0.6369,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.744,0.256,0.0,-0.4404,0.0,0.545,0.455,0.3612
0.0,0.417,0.583,0.6369,0.0,0.417,0.583,0.6369
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.541,0.459,0.5267,0.0,0.417,0.583,0.6369
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.548,0.452,0.5106,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.488,0.512,0.6369,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.741,0.259,0.4215
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.778,0.222,0.0,-0.5423,0.0,0.417,0.583,0.6369
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.488,0.512,0.2732,0.0,0.488,0.512,0.2732
0.0,0.441,0.559,0.5859,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.488,0.512,0.6369,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.1779,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.755,0.245,0.0772
0.0,0.738,0.262,0.4939,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.545,0.455,0.0,-0.0516
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.535,0.465,0.0,-0.3182,0.0,0.656,0.344,0.6369
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.743,0.0,0.25,0.75,0.4588
0.407,0.169,0.424,0.0258,0.574,0.426,0.0,-0.4019
0.0,1.0,0.0,0.0,0.545,0.455,0.0,-0.5574
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.548,0.452,0.5106,0.0,0.233,0.767,0.5106
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.25,0.75,0.0,-0.25,0.25,0.75,0.0,-0.25
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.513,0.487,0.5859,0.0,1.0,0.0,0.0
0.324,0.676,0.0,-0.34,0.0,0.566,0.434,0.3182
0.0,0.488,0.512,0.6369,1.0,0.0,0.0,-0.2263
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.417,0.583,0.6369
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.821,0.179,0.0,-0.6808,0.744,0.256,0.0,-0.4404
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.426,0.574,0.4019,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.192,0.808,0.6369
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,-0.2263,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.209,0.557,0.234,-0.1511,0.332,0.296,0.372,-0.1511
0.365,0.635,0.0,-0.3182,0.667,0.333,0.0,-0.25
0.0,0.222,0.778,0.5423,0.524,0.476,0.0,-0.296
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.446,0.554,0.0,-0.3009,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.435,0.565,0.0772
1.0,0.0,0.0,-0.34,0.0,1.0,0.0,0.0
0.0,0.417,0.583,0.6369,0.0,0.748,0.252,0.4019
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4588
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.787,0.213,0.0,-0.5719,0.0,1.0,0.0,0.0
0.403,0.597,0.0,-0.4019,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.42,0.58,0.0,-0.4404
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.444,0.556,0.0,-0.34,0.0,1.0,0.0,0.0
0.0,0.326,0.674,0.7351,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.298,0.702,0.0,-0.5267,0.0,1.0,0.0,0.0
0.423,0.577,0.0,-0.296,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.417,0.583,0.6369
0.787,0.213,0.0,-0.5719,0.0,1.0,0.0,0.0
0.492,0.508,0.0,-0.4404,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.737,0.263,0.0,-0.4215
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.566,0.434,0.3182
0.327,0.673,0.0,-0.5267,0.778,0.222,0.0,-0.5423
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.885,0.115,0.0772,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,-0.3612,0.0,0.0,1.0,0.5994
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.3612,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.465,0.535,0.3182
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.385,0.615,0.0,-0.3612,0.0,1.0,0.0,0.0
0.737,0.263,0.0,-0.4215,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.303,0.697,0.3182
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.697,0.303,0.0,-0.3182,0.0,1.0,0.0,0.0
0.0,0.435,0.565,0.3818,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.4588,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
